Time, Vehicle speed (MPH), Latitude, Longitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
03/24/2016 04:15:46.8275 PM,24.23348,42.64725,-71.32336,18,324.8,10.73079,3
03/24/2016 04:15:47.8078 PM,24.23348,42.64733,-71.32344,19,324.1,10.51122,3
03/24/2016 04:15:48.8000 PM,24.23348,42.64742,-71.32352,18,325.8,10.73079,3
03/24/2016 04:15:49.7994 PM,24.23348,42.6475,-71.32361,17,326.6,11.05029,3
03/24/2016 04:15:51.8034 PM,24.23348,42.64762,-71.32373,17,324.9,10.62,4
03/24/2016 04:15:52.8078 PM,23.6121,42.64774,-71.32382,17,327,10.57004,4
03/24/2016 04:15:53.8325 PM,23.6121,42.64782,-71.3239,16,326.3,10.69393,4
03/24/2016 04:15:54.8279 PM,22.99073,42.6479,-71.32398,16,327.6,10.9109,4
03/24/2016 04:15:55.8174 PM,22.99073,42.64798,-71.32405,16,327.9,10.87118,3
03/24/2016 04:15:56.7924 PM,24.23348,42.64807,-71.32413,16,327.9,10.7715,3
03/24/2016 04:15:57.7350 PM,24.23348,42.64815,-71.3242,16,327.9,10.76023,3
03/24/2016 04:15:58.8218 PM,24.85485,42.64823,-71.32426,15,327.9,10.86265,3
03/24/2016 04:15:59.8185 PM,24.23348,42.64831,-71.32434,15,327.6,10.6317,3
03/24/2016 04:16:00.9055 PM,22.99073,42.64839,-71.3244,16,326.4,9.546418,3
03/24/2016 04:16:01.8369 PM,22.36936,42.64846,-71.32446,16,326.4,9.55189,3
03/24/2016 04:16:02.8236 PM,21.12662,42.64852,-71.32452,16,326.2,9.330048,3
03/24/2016 04:16:03.8186 PM,20.50525,42.64858,-71.32458,15,325.6,8.790961,3
03/24/2016 04:16:04.7988 PM,18.64114,42.64864,-71.32463,15,325.1,7.822071,3
03/24/2016 04:16:05.8020 PM,16.15565,42.64869,-71.32468,15,325.6,6.610915,3
03/24/2016 04:16:06.7167 PM,16.15565,42.64872,-71.32471,15,325.9,5.281856,3
03/24/2016 04:16:07.8216 PM,12.42742,42.64876,-71.32475,14,327.3,4.08354,3
03/24/2016 04:16:08.8397 PM,8.699197,42.64878,-71.32475,14,326.4,2.455891,3
03/24/2016 04:16:09.8227 PM,4.349598,42.64878,-71.32476,14,327,1.22262,3
03/24/2016 04:16:11.1743 PM,4.349598,42.64878,-71.32477,15,330,0.6407027,3
03/24/2016 04:16:12.7975 PM,1.864114,42.64879,-71.32478,15,0,0,3
03/24/2016 04:16:13.8133 PM,1.864114,42.64879,-71.32478,16,0,0,3
03/24/2016 04:16:14.8209 PM,0,42.64879,-71.32478,16,0,0,3
03/24/2016 04:16:15.7429 PM,0,42.6488,-71.32478,16,0,0,4
03/24/2016 04:16:16.8206 PM,0,42.6488,-71.32478,17,0,0,4
03/24/2016 04:16:17.7994 PM,0,42.6488,-71.32478,17,0,0,4
03/24/2016 04:16:18.8131 PM,0,42.6488,-71.32478,17,0,0,4
03/24/2016 04:16:19.8277 PM,0,42.64881,-71.32478,18,0,0,4
03/24/2016 04:16:20.9261 PM,0,42.64881,-71.32478,18,0,0,4
03/24/2016 04:16:22.8162 PM,0,42.64881,-71.32478,18,0,0,4
03/24/2016 04:16:23.8182 PM,0,42.64881,-71.32478,18,0,0,4
03/24/2016 04:16:25.8057 PM,0,42.64881,-71.32478,18,0,0,4
03/24/2016 04:16:26.8119 PM,0,42.64881,-71.32478,18,0,0,4
03/24/2016 04:16:27.7174 PM,0,42.64881,-71.32478,18,0,0,5
03/24/2016 04:16:28.7985 PM,0,42.64881,-71.32478,18,0,0,5
03/24/2016 04:16:29.7142 PM,0,42.64881,-71.32478,18,0,0,5
03/24/2016 04:16:31.8041 PM,0,42.64882,-71.32478,18,0,0,5
03/24/2016 04:16:32.8169 PM,0,42.64882,-71.32478,18,0,0,5
03/24/2016 04:16:33.8214 PM,0,42.64882,-71.32478,18,0,0,5
03/24/2016 04:16:34.7977 PM,0,42.64882,-71.32478,18,0,0,4
03/24/2016 04:16:36.8006 PM,0,42.64881,-71.32478,17,320.6,0.67,4
03/24/2016 04:16:37.7547 PM,0,42.64882,-71.32479,17,329.2,1.460137,3
03/24/2016 04:16:38.7998 PM,3.106856,42.64882,-71.3248,16,328.1,1.650485,3
03/24/2016 04:16:39.7296 PM,3.106856,42.64884,-71.3248,10,328.1,1.47489,3
03/24/2016 04:16:41.2801 PM,2.485485,42.64883,-71.32481,11,328.1,0.284605,3
03/24/2016 04:16:42.8346 PM,1.864114,42.64883,-71.32482,12,0,0,3
03/24/2016 04:16:43.7979 PM,0,42.64883,-71.32482,12,0,0,3
03/24/2016 04:16:44.8120 PM,0,42.64885,-71.32484,11,0,0,3
03/24/2016 04:16:45.8179 PM,0,42.64885,-71.32484,10,0,0,3
03/24/2016 04:16:46.8422 PM,0,42.64884,-71.32484,11,0,0,3
03/24/2016 04:16:48.8088 PM,0,42.64885,-71.32484,11,0,0,3
03/24/2016 04:16:49.7965 PM,0,42.64885,-71.32484,11,0,0,3
03/24/2016 04:16:50.7954 PM,0,42.64885,-71.32484,11,0,0,3
03/24/2016 04:16:52.2774 PM,4.97097,42.64888,-71.32487,10,327.3,3.239661,3
03/24/2016 04:16:53.8023 PM,8.077826,42.64893,-71.3249,11,332.8,3.610111,3
03/24/2016 04:16:54.8177 PM,9.320568,42.64896,-71.32493,10,330,4.170971,3
03/24/2016 04:16:55.8317 PM,10.56331,42.649,-71.32496,11,329.4,4.723823,3
03/24/2016 04:16:56.8146 PM,10.56331,42.64904,-71.325,10,327.8,4.850258,3
03/24/2016 04:16:57.7890 PM,11.80605,42.64907,-71.32503,10,327.8,4.840166,5
03/24/2016 04:16:58.8207 PM,11.80605,42.64912,-71.32509,10,324.5,5.030636,4
03/24/2016 04:16:59.8377 PM,12.42742,42.64916,-71.32512,9,325.8,4.600391,4
03/24/2016 04:17:02.2788 PM,8.077826,42.64922,-71.32517,9,326.2,1.260635,4
03/24/2016 04:17:03.8133 PM,2.485485,42.64923,-71.32518,9,0,0,4
03/24/2016 04:17:04.8427 PM,2.485485,42.64923,-71.32518,9,0,0,5
03/24/2016 04:17:05.8122 PM,1.864114,42.64922,-71.32518,9,0,0,5
03/24/2016 04:17:06.8733 PM,1.864114,42.64922,-71.32519,9,0,0,5
03/24/2016 04:17:07.7980 PM,0,42.64921,-71.32519,9,0,0,5
03/24/2016 04:17:08.8020 PM,0,42.64921,-71.32519,9,0,0,5
03/24/2016 04:17:09.8048 PM,0,42.64921,-71.3252,9,0,0,5
03/24/2016 04:17:10.8137 PM,0,42.64921,-71.3252,9,0,0,5
03/24/2016 04:17:12.2980 PM,0,42.64921,-71.3252,8,0,0,5
03/24/2016 04:17:13.8129 PM,0,42.64921,-71.3252,9,0,0,5
03/24/2016 04:17:14.8219 PM,0,42.64921,-71.32521,9,0,0,5
03/24/2016 04:17:15.8103 PM,0,42.64921,-71.32521,9,0,0,5
03/24/2016 04:17:16.7997 PM,0,42.64921,-71.32521,9,0,0,5
03/24/2016 04:17:17.7931 PM,0,42.64921,-71.32521,9,0,0,5
03/24/2016 04:17:18.8007 PM,0,42.64921,-71.32521,9,0,0,5
03/24/2016 04:17:19.7914 PM,0,42.64921,-71.32521,9,0,0,5
03/24/2016 04:17:20.7137 PM,0,42.64922,-71.3252,9,325.2,0.4440721,5
03/24/2016 04:17:22.2888 PM,0,42.64922,-71.3252,9,0,0,5
03/24/2016 04:17:23.8013 PM,0,42.64922,-71.3252,10,0,0,5
03/24/2016 04:17:24.7972 PM,0,42.64922,-71.32519,10,0,0,5
03/24/2016 04:17:25.8007 PM,0,42.64922,-71.32519,10,0,0,5
03/24/2016 04:17:26.7988 PM,0,42.64922,-71.32519,10,0,0,5
03/24/2016 04:17:27.7981 PM,0,42.64922,-71.32518,10,0,0,4
03/24/2016 04:17:28.8222 PM,0,42.64922,-71.32517,10,0,0,4
03/24/2016 04:17:29.8388 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:17:30.8155 PM,0,42.64922,-71.32516,11,0,0,3
03/24/2016 04:17:32.7933 PM,0,42.64922,-71.32516,10,0,0,4
03/24/2016 04:17:33.7983 PM,0,42.64922,-71.32516,11,0,0,3
03/24/2016 04:17:34.8187 PM,0,42.64922,-71.32516,11,0,0,3
03/24/2016 04:17:35.8287 PM,0,42.64922,-71.32516,11,0,0,3
03/24/2016 04:17:36.8305 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:17:37.8292 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:17:38.8423 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:17:39.8195 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:17:40.8184 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:17:42.8064 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:43.8101 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:44.8137 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:45.8154 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:46.8277 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:47.7440 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:48.7976 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:49.8023 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:50.8063 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:52.8000 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:53.8061 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:54.8125 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:55.7843 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:56.8040 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:57.8070 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:58.8104 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:17:59.8294 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:00.8280 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:02.8109 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:03.8201 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:04.8286 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:05.8331 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:06.8287 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:07.8280 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:08.8305 PM,0,42.64923,-71.32516,10,0,0,3
03/24/2016 04:18:10.9196 PM,0,42.64922,-71.32516,10,0,0,3
03/24/2016 04:18:12.8209 PM,3.728227,42.64923,-71.32516,12,325.1,1.633065,3
03/24/2016 04:18:13.8306 PM,3.728227,42.64925,-71.32518,12,326.1,2.152812,3
03/24/2016 04:18:14.8394 PM,4.349598,42.64927,-71.32519,13,326.5,2.240803,3
03/24/2016 04:18:15.8394 PM,5.592341,42.64929,-71.3252,13,326.6,2.23009,3
03/24/2016 04:18:17.8209 PM,4.349598,42.64933,-71.32523,12,326.3,1.981237,3
03/24/2016 04:18:18.8362 PM,4.97097,42.64934,-71.32525,13,326,1.232599,3
03/24/2016 04:18:20.8003 PM,1.864114,42.64935,-71.32526,13,325.5,0.6706713,3
03/24/2016 04:18:21.7190 PM,1.864114,42.64935,-71.32526,12,325.9,0.2607681,3
03/24/2016 04:18:22.8191 PM,1.864114,42.64935,-71.32526,10,0,0,3
03/24/2016 04:18:23.7981 PM,0,42.64935,-71.32526,10,0,0,3
03/24/2016 04:18:24.8011 PM,0,42.64935,-71.32526,11,0,0,3
03/24/2016 04:18:25.8025 PM,0,42.64936,-71.32526,11,0,0,3
03/24/2016 04:18:26.7175 PM,0,42.64936,-71.32526,11,0,0,3
03/24/2016 04:18:27.8333 PM,0,42.64936,-71.32526,11,0,0,3
03/24/2016 04:18:28.8301 PM,0,42.64936,-71.32526,11,0,0,3
03/24/2016 04:18:29.8253 PM,0,42.64936,-71.32526,11,0,0,3
03/24/2016 04:18:30.8220 PM,0,42.64936,-71.32526,11,0,0,3
03/24/2016 04:18:31.7224 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:32.8016 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:33.7996 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:34.7425 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:35.8318 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:36.8291 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:37.8311 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:38.8177 PM,0,42.64937,-71.32526,10,0,0,3
03/24/2016 04:18:39.7993 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:40.8522 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:42.8039 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:43.8159 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:44.8204 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:45.7943 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:46.8188 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:47.8221 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:48.7978 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:49.8212 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:50.8279 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:52.8035 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:53.8016 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:54.7960 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:55.7992 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:56.7219 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:57.7131 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:58.8194 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:18:59.7263 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:19:00.8111 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:19:02.8043 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:19:03.7178 PM,0,42.64936,-71.32526,10,0,0,3
03/24/2016 04:19:04.8106 PM,0,42.64937,-71.32526,10,326.5,0.420119,3
03/24/2016 04:19:05.7463 PM,0,42.64938,-71.32527,10,326.5,0.4101219,3
03/24/2016 04:19:06.8401 PM,0,42.64938,-71.32528,10,326.5,0.32,3
03/24/2016 04:19:07.8172 PM,0,42.64939,-71.32528,10,326.5,0.4,3
03/24/2016 04:19:08.8226 PM,0,42.64939,-71.32528,10,325,0.4709565,3
03/24/2016 04:19:09.8082 PM,0,42.64939,-71.32529,9,325,0.31,3
03/24/2016 04:19:10.7966 PM,0,42.64939,-71.32528,10,0,0,3
03/24/2016 04:19:12.7561 PM,0,42.64939,-71.32529,10,0,0,3
03/24/2016 04:19:13.8135 PM,0,42.64939,-71.32529,10,0,0,3
03/24/2016 04:19:14.8443 PM,0,42.64939,-71.32529,10,0,0,3
03/24/2016 04:19:15.8306 PM,0,42.64939,-71.32529,10,0,0.49,3
03/24/2016 04:19:16.7255 PM,0,42.64939,-71.32529,10,0,0,3
03/24/2016 04:19:17.7524 PM,0,42.64939,-71.32529,11,0,0,3
03/24/2016 04:19:18.8738 PM,0,42.64939,-71.32529,11,0,0,3
03/24/2016 04:19:19.7863 PM,0,42.64939,-71.32529,11,0,0,3
03/24/2016 04:19:20.7921 PM,0,42.64939,-71.32529,11,0,0,3
03/24/2016 04:19:21.9119 PM,0,42.64939,-71.32529,11,0,0,3
03/24/2016 04:19:23.8275 PM,0,42.64939,-71.32529,12,0,0,3
03/24/2016 04:19:24.8421 PM,0,42.64939,-71.3253,12,325.7,0.4011234,3
03/24/2016 04:19:26.7890 PM,0,42.6494,-71.32532,12,325.5,0.8009994,3
03/24/2016 04:19:27.8432 PM,2.485485,42.64941,-71.32533,12,325.6,1,3
03/24/2016 04:19:28.8139 PM,1.864114,42.64941,-71.32533,12,325.7,0.7106335,3
03/24/2016 04:19:29.8265 PM,1.864114,42.64942,-71.32533,12,325.7,0.6900725,3
03/24/2016 04:19:30.8662 PM,1.864114,42.64943,-71.32535,12,325.6,0.5408327,3
03/24/2016 04:19:32.8016 PM,0,42.64943,-71.32535,12,0,0,3
03/24/2016 04:19:33.8020 PM,0,42.64943,-71.32536,12,0,0,3
03/24/2016 04:19:34.7899 PM,0,42.64943,-71.32536,12,0,0,3
03/24/2016 04:19:35.8026 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:36.8757 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:37.8131 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:38.8281 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:39.8388 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:40.8158 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:41.7937 PM,0,42.64943,-71.32536,11,0,0,3
03/24/2016 04:19:43.8082 PM,0,42.64944,-71.32536,11,325,0.6239391,3
03/24/2016 04:19:44.7981 PM,0,42.64944,-71.32536,11,325.2,0.3301515,3
03/24/2016 04:19:45.8588 PM,0,42.64944,-71.32536,11,0,0,3
03/24/2016 04:19:46.8089 PM,0,42.64944,-71.32536,11,0,0,3
03/24/2016 04:19:47.8102 PM,0,42.64944,-71.32535,11,0,0,3
03/24/2016 04:19:48.8798 PM,0,42.64944,-71.32535,12,0,0,3
03/24/2016 04:19:49.8169 PM,0,42.64944,-71.32535,11,0,0,3
03/24/2016 04:19:50.8016 PM,0,42.64943,-71.32535,11,0,0,3
03/24/2016 04:19:51.7956 PM,0,42.64943,-71.32535,10,0,0,3
03/24/2016 04:19:52.8971 PM,0,42.64942,-71.32535,10,0,0,3
03/24/2016 04:19:54.8158 PM,0,42.64942,-71.32535,9,0,0,3
03/24/2016 04:19:55.8411 PM,0,42.64942,-71.32535,9,0,0,3
03/24/2016 04:19:56.8308 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:19:57.8383 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:19:58.7995 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:19:59.7972 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:00.8202 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:01.8281 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:03.2071 PM,0,42.64942,-71.32534,8,0,0,3
03/24/2016 04:20:04.9122 PM,0,42.64942,-71.32533,8,0,0,3
03/24/2016 04:20:05.8081 PM,0,42.64941,-71.32533,8,0,0,3
03/24/2016 04:20:06.8018 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:07.7983 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:08.8127 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:09.8512 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:11.7182 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:12.7991 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:14.8035 PM,0,42.64942,-71.32534,9,0,0,3
03/24/2016 04:20:15.9248 PM,0,42.64941,-71.32534,9,0,0,3
03/24/2016 04:20:16.8168 PM,0,42.64941,-71.32534,9,0,0,3
03/24/2016 04:20:17.8265 PM,0,42.64941,-71.32534,9,0,0,3
03/24/2016 04:20:18.7572 PM,0,42.64941,-71.32534,9,0,0,3
03/24/2016 04:20:19.8170 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:20.8110 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:21.7165 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:22.8055 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:24.8043 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:25.7991 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:26.8175 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:27.8169 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:28.8141 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:29.8023 PM,0,42.64941,-71.32534,8,0,0,3
03/24/2016 04:20:30.8015 PM,0,42.64941,-71.32534,9,0,0,3
03/24/2016 04:20:31.8206 PM,0,42.64941,-71.32534,9,0,0,3
03/24/2016 04:20:32.8336 PM,0,42.64942,-71.32534,8,324.9,0.22,3
03/24/2016 04:20:33.9000 PM,0,42.64942,-71.32535,9,325.8,0.349285,3
03/24/2016 04:20:35.8311 PM,0,42.64943,-71.32535,9,0,0,3
03/24/2016 04:20:36.8188 PM,0,42.64943,-71.32536,9,325.8,0.3006659,3
03/24/2016 04:20:37.8054 PM,0,42.64944,-71.32535,9,0,0.01,3
03/24/2016 04:20:38.8024 PM,0,42.64944,-71.32535,9,0,0,3
03/24/2016 04:20:39.8088 PM,0,42.64944,-71.32535,9,325.8,0.2,3
03/24/2016 04:20:40.8321 PM,0,42.64944,-71.32535,9,325.8,0.1603122,3
03/24/2016 04:20:41.8279 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:42.8186 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:44.8074 PM,0,42.64944,-71.32535,8,0,0,3
03/24/2016 04:20:45.8115 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:46.8196 PM,0,42.64944,-71.32535,8,0,0,3
03/24/2016 04:20:47.8140 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:48.7300 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:49.8078 PM,0,42.64944,-71.32536,9,0,0,3
03/24/2016 04:20:50.7977 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:51.7989 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:52.7995 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:53.8971 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:55.8178 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:56.8413 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:57.8147 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:58.8032 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:20:59.8343 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:00.8289 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:01.7289 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:02.8000 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:03.8816 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:04.8001 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:05.8080 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:06.8223 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:07.8045 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:08.7999 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:09.8027 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:10.7998 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:11.7173 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:12.8102 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:14.0991 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:15.7982 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:16.8115 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:17.7986 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:18.8091 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:19.8004 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:20.8063 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:21.8114 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:22.7385 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:24.7930 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:25.7892 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:26.8141 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:27.8697 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:28.8234 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:29.8256 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:30.8339 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:31.8129 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:32.8059 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:33.9135 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:35.8012 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:36.8192 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:37.8179 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:39.8205 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:40.8305 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:41.8230 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:42.7962 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:43.9984 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:45.7981 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:47.8343 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:48.7998 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:49.8699 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:50.8010 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:51.8213 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:52.8181 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:53.8083 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:54.8261 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:55.8098 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:56.8145 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:57.7999 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:58.8081 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:21:59.8012 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:22:00.8180 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:22:01.8411 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:22:02.8366 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:22:03.8381 PM,0,42.64944,-71.32536,8,0,0,3
03/24/2016 04:22:04.8337 PM,0,42.64944,-71.32536,8,0,0,3
