This is a logfile generated by pires.obd.readerlat:42.65805558;long:-71.32294288;alt:-3.0;vehicleid:;readings:otocol AUTO=OK; Reset OBD=ATZELM327v1.3a; Echo Off=OK; Timeout=OK; Line Feed Off=OK
TIME;LATITUDE;LONGITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1462029777902;42.63535249;-71.35594688;3.0;;101kPa;89C;NODATA;58.4%;NODATA;2209RPM;NODATA;19.98g/s;null;null;NODATA;Gasoline;32C;NODATA;40km/h;NODATA;-5.5%;00:08:57;22.4%;MIL is OFF0 codes;;70.2%;0.0%
1462029783954;42.63491996;-71.35584155;0.0;;101kPa;89C;NODATA;22.4%;NODATA;1289RPM;NODATA;3.81g/s;null;null;NODATA;Gasoline;32C;NODATA;40km/h;NODATA;-0.8%;00:09:03;15.7%;MIL is OFF0 codes;;69.4%;0.0%
1462029790004;42.63420216;-71.35570185;-1.0;;101kPa;89C;NODATA;49.4%;NODATA;2077RPM;NODATA;6.04g/s;null;null;NODATA;Gasoline;32C;NODATA;34km/h;NODATA;0.0%;00:09:09;17.3%;MIL is OFF0 codes;;58.8%;1.0%
1462029796027;42.63396043;-71.35566006;1.0;;101kPa;90C;NODATA;23.9%;NODATA;750RPM;NODATA;2.81g/s;null;null;NODATA;Gasoline;32C;NODATA;18km/h;NODATA;-7.0%;00:09:15;14.9%;MIL is OFF0 codes;;66.7%;0.0%
1462029802082;42.6337686;-71.35564178;-1.0;;101kPa;90C;NODATA;24.3%;NODATA;850RPM;NODATA;2.70g/s;null;null;NODATA;Gasoline;34C;NODATA;6km/h;NODATA;-2.3%;00:09:21;14.9%;MIL is OFF0 codes;;66.7%;1.0%
1462029808117;42.6337686;-71.35564178;-1.0;;101kPa;91C;NODATA;29.0%;NODATA;640RPM;NODATA;2.59g/s;null;null;NODATA;Gasoline;35C;NODATA;null;NODATA;3.9%;00:09:27;14.9%;MIL is OFF0 codes;;60.0%;1.0%
1462029814153;42.6337686;-71.35564178;-1.0;;101kPa;91C;NODATA;28.6%;NODATA;620RPM;NODATA;2.42g/s;null;null;NODATA;Gasoline;35C;NODATA;0km/h;NODATA;5.5%;00:09:33;14.5%;MIL is OFF0 codes;;58.4%;1.0%
1462029820224;42.6337686;-71.35564178;-1.0;;101kPa;91C;NODATA;28.2%;NODATA;619RPM;NODATA;2.35g/s;null;null;NODATA;Gasoline;36C;NODATA;0km/h;NODATA;6.2%;00:09:39;14.5%;MIL is OFF0 codes;;57.6%;1.0%
1462029826294;42.6337686;-71.35564178;-1.0;;101kPa;92C;NODATA;27.8%;NODATA;612RPM;NODATA;2.29g/s;null;null;NODATA;Gasoline;36C;NODATA;0km/h;NODATA;5.5%;00:09:45;14.5%;MIL is OFF0 codes;;57.6%;1.0%
1462029832396;42.6337686;-71.35564178;-1.0;;101kPa;92C;NODATA;28.2%;NODATA;603RPM;NODATA;3.32g/s;null;null;NODATA;Gasoline;36C;NODATA;0km/h;NODATA;6.2%;00:09:51;15.7%;MIL is OFF0 codes;;58.0%;1.0%
1462029838424;42.6337686;-71.35564178;-1.0;;101kPa;92C;NODATA;35.3%;NODATA;796RPM;NODATA;4.10g/s;null;null;NODATA;Gasoline;36C;NODATA;0km/h;NODATA;3.1%;00:09:57;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462029844475;42.6337686;-71.35564178;-1.0;;101kPa;91C;NODATA;32.5%;NODATA;744RPM;NODATA;3.53g/s;null;null;NODATA;Gasoline;36C;NODATA;0km/h;NODATA;0.0%;00:10:03;15.7%;MIL is OFF0 codes;;56.1%;1.0%
1462029850530;42.6337686;-71.35564178;-1.0;;101kPa;91C;NODATA;34.9%;NODATA;778RPM;NODATA;4.09g/s;null;null;NODATA;Gasoline;36C;NODATA;0km/h;NODATA;0.0%;00:10:08;16.1%;MIL is OFF0 codes;;52.9%;1.0%
1462029856613;42.63376644;-71.3556163;-6.0;;101kPa;91C;NODATA;38.0%;NODATA;775RPM;NODATA;4.50g/s;null;null;NODATA;Gasoline;36C;NODATA;4km/h;NODATA;0.0%;00:10:15;16.5%;MIL is OFF0 codes;;56.1%;1.0%
1462029862679;42.63344649;-71.35556851;-5.0;;101kPa;90C;NODATA;62.7%;NODATA;2070RPM;NODATA;20.43g/s;null;null;NODATA;Gasoline;35C;NODATA;22km/h;NODATA;-5.5%;00:10:20;23.1%;MIL is OFF0 codes;;66.7%;1.0%
1462029868721;42.63310916;-71.35549165;-2.0;;101kPa;89C;NODATA;24.7%;NODATA;1302RPM;NODATA;4.50g/s;null;null;NODATA;Gasoline;36C;NODATA;25km/h;NODATA;-4.7%;00:10:27;16.1%;MIL is OFF0 codes;;69.8%;1.0%
1462029874793;42.63261607;-71.35526567;-2.0;;101kPa;89C;NODATA;73.7%;NODATA;2003RPM;NODATA;12.03g/s;null;null;NODATA;Gasoline;36C;NODATA;39km/h;NODATA;-7.8%;00:10:32;20.0%;MIL is OFF0 codes;;62.0%;1.0%
1462029880826;42.63192606;-71.35488146;0.0;;101kPa;89C;NODATA;22.7%;NODATA;1889RPM;NODATA;5.50g/s;null;null;NODATA;Gasoline;38C;NODATA;null;NODATA;-1.6%;00:10:39;16.9%;MIL is OFF0 codes;;72.5%;1.0%
1462029886877;42.63131785;-71.35499333;2.0;;101kPa;89C;NODATA;71.8%;NODATA;1907RPM;NODATA;21.54g/s;null;null;NODATA;Gasoline;38C;NODATA;41km/h;NODATA;-7.0%;00:10:44;23.5%;MIL is OFF0 codes;;64.3%;1.0%
1462029892921;42.63068906;-71.35508074;2.0;;101kPa;88C;NODATA;21.6%;NODATA;1782RPM;NODATA;4.89g/s;null;null;NODATA;Gasoline;38C;NODATA;42km/h;NODATA;-3.1%;00:10:50;16.5%;MIL is OFF0 codes;;71.8%;1.0%
1462029898952;42.63011727;-71.35496504;3.0;;101kPa;88C;NODATA;21.6%;NODATA;1806RPM;NODATA;4.96g/s;null;null;NODATA;Gasoline;39C;NODATA;33km/h;NODATA;-5.5%;00:10:56;16.5%;MIL is OFF0 codes;;72.2%;1.0%
1462029904993;42.6299995;-71.35498028;6.0;;101kPa;89C;NODATA;28.6%;NODATA;882RPM;NODATA;4.42g/s;null;null;NODATA;Gasoline;40C;NODATA;3km/h;NODATA;0.0%;00:11:02;16.1%;MIL is OFF0 codes;;67.8%;1.0%
1462029911029;42.6299995;-71.35498028;6.0;;101kPa;91C;NODATA;36.5%;NODATA;800RPM;NODATA;4.26g/s;null;null;NODATA;Gasoline;41C;NODATA;0km/h;NODATA;3.1%;00:11:08;16.1%;MIL is OFF0 codes;;54.5%;1.0%
1462029917059;42.6299995;-71.35498028;6.0;;101kPa;91C;NODATA;35.3%;NODATA;788RPM;NODATA;4.06g/s;null;null;NODATA;Gasoline;41C;NODATA;0km/h;NODATA;3.9%;00:11:14;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462029923094;42.6299995;-71.35498028;6.0;;101kPa;92C;NODATA;35.3%;NODATA;782RPM;NODATA;4.00g/s;null;null;NODATA;Gasoline;41C;NODATA;0km/h;NODATA;2.3%;00:11:20;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462029928107;42.6299995;-71.35498028;6.0;;101kPa;92C;NODATA;35.3%;NODATA;771RPM;NODATA;4.00g/s;null;null;NODATA;Gasoline;40C;NODATA;null;NODATA;0.8%;00:11:26;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462029934130;42.62962703;-71.35516428;4.0;;101kPa;91C;NODATA;58.4%;NODATA;2238RPM;NODATA;5.39g/s;null;null;NODATA;Gasoline;40C;NODATA;30km/h;NODATA;-7.0%;00:11:31;16.5%;MIL is OFF0 codes;;69.0%;1.0%
1462029940146;42.6291822;-71.35568612;8.0;;101kPa;89C;NODATA;60.4%;NODATA;2052RPM;NODATA;18.68g/s;null;null;NODATA;Gasoline;40C;NODATA;41km/h;NODATA;0.0%;00:11:37;22.4%;MIL is OFF0 codes;;67.8%;0.0%
1462029945181;42.62875731;-71.35618665;5.0;;101kPa;89C;NODATA;22.0%;NODATA;1796RPM;NODATA;4.95g/s;null;null;NODATA;Gasoline;41C;NODATA;44km/h;NODATA;-3.1%;00:11:43;16.5%;MIL is OFF0 codes;;71.8%;1.0%
1462029950197;42.62829962;-71.35662517;2.0;;101kPa;89C;NODATA;54.5%;NODATA;2131RPM;NODATA;18.75g/s;null;null;NODATA;Gasoline;41C;NODATA;45km/h;NODATA;-0.8%;00:11:47;22.0%;MIL is OFF0 codes;;71.8%;1.0%
1462029956222;42.62773192;-71.35711872;4.0;;101kPa;90C;NODATA;87.5%;NODATA;1525RPM;NODATA;22.87g/s;null;null;NODATA;Gasoline;39C;NODATA;48km/h;NODATA;2.3%;00:11:53;26.3%;MIL is OFF0 codes;;54.1%;0.0%
1462029962240;42.62716917;-71.35767623;5.0;;101kPa;91C;NODATA;79.6%;NODATA;2050RPM;NODATA;26.32g/s;null;null;NODATA;Gasoline;38C;NODATA;44km/h;NODATA;-10.9%;00:11:58;25.1%;MIL is OFF0 codes;;59.6%;1.0%
1462029968277;42.6267249;-71.35840904;7.0;;100kPa;90C;NODATA;69.8%;NODATA;1893RPM;NODATA;21.76g/s;null;null;NODATA;Gasoline;37C;NODATA;49km/h;NODATA;0.8%;00:12:04;23.9%;MIL is OFF0 codes;;63.5%;0.0%
1462029974328;42.62639258;-71.35925225;6.0;;101kPa;90C;NODATA;58.4%;NODATA;1549RPM;NODATA;3.68g/s;null;null;NODATA;Gasoline;39C;NODATA;43km/h;NODATA;0.0%;00:12:10;15.7%;MIL is OFF0 codes;;64.3%;1.0%
1462029980347;42.62621811;-71.35969198;7.0;;101kPa;90C;NODATA;28.6%;NODATA;1052RPM;NODATA;4.25g/s;null;null;NODATA;Gasoline;40C;NODATA;15km/h;NODATA;-1.6%;00:12:17;16.1%;MIL is OFF0 codes;;69.4%;0.0%
1462029986398;42.62621811;-71.35969198;7.0;;101kPa;91C;NODATA;35.3%;NODATA;785RPM;NODATA;4.03g/s;null;null;NODATA;Gasoline;41C;NODATA;0km/h;NODATA;0.8%;00:12:22;16.1%;MIL is OFF0 codes;;58.8%;0.0%
1462029992411;42.62621811;-71.35969198;7.0;;101kPa;92C;NODATA;34.9%;NODATA;781RPM;NODATA;3.96g/s;null;null;NODATA;Gasoline;41C;NODATA;0km/h;NODATA;2.3%;00:12:28;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462029997436;42.62621811;-71.35969198;7.0;;101kPa;93C;NODATA;34.5%;NODATA;775RPM;NODATA;3.89g/s;null;null;NODATA;Gasoline;41C;NODATA;null;NODATA;2.3%;00:12:34;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462030003460;42.62612167;-71.35985568;7.0;;100kPa;92C;NODATA;34.5%;NODATA;776RPM;NODATA;3.87g/s;null;null;NODATA;Gasoline;38C;NODATA;20km/h;NODATA;3.9%;00:12:39;21.2%;MIL is OFF0 codes;;54.9%;1.0%
1462030009475;42.62584509;-71.36027082;7.0;;101kPa;90C;NODATA;48.2%;NODATA;1408RPM;NODATA;12.98g/s;null;null;NODATA;Gasoline;39C;NODATA;33km/h;NODATA;0.8%;00:12:45;22.4%;MIL is OFF0 codes;;80.0%;1.0%
1462030014493;42.62558765;-71.36066506;6.0;;101kPa;90C;NODATA;26.7%;NODATA;1441RPM;NODATA;3.84g/s;null;null;NODATA;Gasoline;41C;NODATA;null;NODATA;-6.2%;00:12:51;15.7%;MIL is OFF0 codes;;79.2%;1.0%
1462030020525;42.62530642;-71.36111509;8.0;;101kPa;90C;NODATA;23.5%;NODATA;1214RPM;NODATA;3.96g/s;null;null;NODATA;Gasoline;42C;NODATA;22km/h;NODATA;-3.9%;00:12:56;16.1%;MIL is OFF0 codes;;69.0%;1.0%
1462030026565;42.6251792;-71.36130093;8.0;;101kPa;91C;NODATA;32.9%;NODATA;737RPM;NODATA;3.89g/s;null;null;NODATA;Gasoline;42C;NODATA;13km/h;NODATA;-0.8%;00:13:02;16.1%;MIL is OFF0 codes;;67.5%;1.0%
1462030032612;42.62501936;-71.36159069;10.0;;101kPa;91C;NODATA;31.4%;NODATA;1256RPM;NODATA;4.04g/s;null;null;NODATA;Gasoline;42C;NODATA;18km/h;NODATA;-6.2%;00:13:08;16.1%;MIL is OFF0 codes;;73.3%;1.0%
1462030038672;42.624879;-71.36181387;13.0;;101kPa;91C;NODATA;27.5%;NODATA;1031RPM;NODATA;4.06g/s;null;null;NODATA;Gasoline;43C;NODATA;12km/h;NODATA;-2.3%;00:13:14;16.1%;MIL is OFF0 codes;;68.2%;1.0%
1462030044721;42.62481818;-71.36190839;13.0;;101kPa;91C;NODATA;31.0%;NODATA;884RPM;NODATA;3.81g/s;null;null;NODATA;Gasoline;44C;NODATA;3km/h;NODATA;-0.8%;00:13:20;16.1%;MIL is OFF0 codes;;51.8%;1.0%
1462030050809;42.62481818;-71.36190839;13.0;;101kPa;91C;NODATA;34.1%;NODATA;764RPM;NODATA;3.76g/s;null;null;NODATA;Gasoline;44C;NODATA;0km/h;NODATA;1.6%;00:13:26;16.1%;MIL is OFF0 codes;;55.7%;1.0%
1462030056843;42.62481818;-71.36190839;13.0;;101kPa;93C;NODATA;33.7%;NODATA;765RPM;NODATA;3.75g/s;null;null;NODATA;Gasoline;45C;NODATA;0km/h;NODATA;1.6%;00:13:32;15.7%;MIL is OFF0 codes;;54.9%;1.0%
1462030062890;42.62468444;-71.36205101;15.0;;100kPa;91C;NODATA;35.7%;NODATA;767RPM;NODATA;3.81g/s;null;null;NODATA;Gasoline;42C;NODATA;23km/h;NODATA;1.6%;00:13:38;16.1%;MIL is OFF0 codes;;54.5%;1.0%
1462030068936;42.62452735;-71.36231461;16.0;;101kPa;90C;NODATA;21.2%;NODATA;1447RPM;NODATA;3.96g/s;null;null;NODATA;Gasoline;44C;NODATA;5km/h;NODATA;-0.8%;00:13:44;16.1%;MIL is OFF0 codes;;70.6%;1.0%
1462030074975;42.62452735;-71.36231461;16.0;;101kPa;91C;NODATA;36.1%;NODATA;771RPM;NODATA;4.04g/s;null;null;NODATA;Gasoline;45C;NODATA;0km/h;NODATA;2.3%;00:13:50;16.1%;MIL is OFF0 codes;;55.3%;1.0%
1462030081017;42.62452735;-71.36231461;16.0;;101kPa;92C;NODATA;34.9%;NODATA;770RPM;NODATA;3.84g/s;null;null;NODATA;Gasoline;45C;NODATA;0km/h;NODATA;3.1%;00:13:55;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462030087078;42.62452735;-71.36231461;16.0;;101kPa;93C;NODATA;34.1%;NODATA;771RPM;NODATA;3.78g/s;null;null;NODATA;Gasoline;46C;NODATA;0km/h;NODATA;3.1%;00:14:01;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462030093115;42.62452735;-71.36231461;16.0;;101kPa;93C;NODATA;33.7%;NODATA;772RPM;NODATA;3.73g/s;null;null;NODATA;Gasoline;46C;NODATA;0km/h;NODATA;3.1%;00:14:07;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1462030099138;42.62452735;-71.36231461;16.0;;101kPa;93C;NODATA;33.7%;NODATA;774RPM;NODATA;3.71g/s;null;null;NODATA;Gasoline;46C;NODATA;0km/h;NODATA;3.1%;00:14:13;16.1%;MIL is OFF0 codes;;56.1%;1.0%
1462030105179;42.62452735;-71.36231461;16.0;;101kPa;93C;NODATA;33.7%;NODATA;767RPM;NODATA;3.73g/s;null;null;NODATA;Gasoline;46C;NODATA;0km/h;NODATA;3.1%;00:14:19;16.1%;MIL is OFF0 codes;;54.5%;1.0%
1462030111231;42.62452735;-71.36231461;16.0;;101kPa;92C;NODATA;33.7%;NODATA;773RPM;NODATA;3.71g/s;null;null;NODATA;Gasoline;47C;NODATA;0km/h;NODATA;0.8%;00:14:25;16.1%;MIL is OFF0 codes;;54.5%;1.0%
1462030117294;42.62452735;-71.36231461;16.0;;101kPa;92C;NODATA;34.1%;NODATA;757RPM;NODATA;3.73g/s;null;null;NODATA;Gasoline;47C;NODATA;0km/h;NODATA;0.0%;00:14:31;16.1%;MIL is OFF0 codes;;54.1%;1.0%
1462030123319;42.62452735;-71.36231461;16.0;;101kPa;92C;NODATA;34.1%;NODATA;755RPM;NODATA;3.73g/s;null;null;NODATA;Gasoline;47C;NODATA;0km/h;NODATA;0.8%;00:14:37;16.1%;MIL is OFF0 codes;;54.1%;1.0%
1462030129371;42.62428421;-71.36235095;13.0;;101kPa;91C;NODATA;71.0%;NODATA;2346RPM;NODATA;9.20g/s;null;null;NODATA;Gasoline;46C;NODATA;18km/h;NODATA;-7.8%;00:14:43;17.6%;MIL is OFF0 codes;;61.6%;1.0%
1462030134406;42.62410667;-71.36212168;11.0;;101kPa;91C;NODATA;29.4%;NODATA;1296RPM;NODATA;3.71g/s;null;null;NODATA;Gasoline;47C;NODATA;null;NODATA;-5.5%;00:14:49;16.1%;MIL is OFF0 codes;;69.8%;1.0%
1462030140446;42.62379803;-71.36225805;12.0;;101kPa;90C;NODATA;25.9%;NODATA;1127RPM;NODATA;7.93g/s;null;null;NODATA;Gasoline;46C;NODATA;29km/h;NODATA;1.6%;00:14:54;22.0%;MIL is OFF0 codes;;68.6%;1.0%
1462030146491;42.62358439;-71.36257831;15.0;;101kPa;90C;NODATA;22.0%;NODATA;1417RPM;NODATA;4.09g/s;null;null;NODATA;Gasoline;48C;NODATA;12km/h;NODATA;-6.2%;00:15:00;16.1%;MIL is OFF0 codes;;71.4%;1.0%
1462030151512;42.62355466;-71.36264237;16.0;;101kPa;90C;NODATA;31.0%;NODATA;795RPM;NODATA;3.87g/s;null;null;NODATA;Gasoline;48C;NODATA;null;NODATA;-2.3%;00:15:06;16.1%;MIL is OFF0 codes;;59.2%;1.0%
1462030158533;42.62338979;-71.36266019;15.0;;101kPa;91C;NODATA;50.2%;NODATA;1371RPM;NODATA;5.67g/s;null;null;NODATA;Gasoline;48C;NODATA;12km/h;NODATA;-1.6%;00:15:11;15.7%;MIL is OFF0 codes;;72.9%;1.0%
1462030164571;42.62332738;-71.36262322;14.0;;101kPa;91C;NODATA;31.0%;NODATA;750RPM;NODATA;3.78g/s;null;null;NODATA;Gasoline;49C;NODATA;4km/h;NODATA;0.0%;00:15:18;16.1%;MIL is OFF0 codes;;62.7%;1.0%
1462030170590;42.62316863;-71.36258386;13.0;;101kPa;91C;NODATA;50.2%;NODATA;1434RPM;NODATA;8.60g/s;null;null;NODATA;Gasoline;48C;NODATA;17km/h;NODATA;-0.8%;00:15:24;18.4%;MIL is OFF0 codes;;69.4%;1.0%
1462030176626;42.62301063;-71.36273344;12.0;;101kPa;90C;NODATA;29.4%;NODATA;1087RPM;NODATA;4.14g/s;null;null;NODATA;Gasoline;49C;NODATA;10km/h;NODATA;-0.8%;00:15:29;16.1%;MIL is OFF0 codes;;67.8%;1.0%
1462030182660;42.62302648;-71.36275194;13.0;;101kPa;90C;NODATA;36.5%;NODATA;797RPM;NODATA;3.64g/s;null;null;NODATA;Gasoline;50C;NODATA;0km/h;NODATA;1.6%;00:15:35;16.1%;MIL is OFF0 codes;;60.8%;1.0%
