This is a logfile generated by pires.obd.readerlat:42.62572901;long:-71.05901784;alt:33.0;vehicleid:;readings:otocol AUTO=OK; Reset OBD=ATZELM327v1.3a; Echo Off=OK; Timeout=OK; Line Feed Off=OK
TIME;LATITUDE;LONGITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1460512782783;42.60958105;-71.11627635;-15.0;;14.6psi;195.8F;NODATA;25.5%;NODATA;1346RPM;NODATA;4.51g/s;null;null;NODATA;Gasoline;50.0F;NODATA;34.18mph;NODATA;-5.5%;00:10:16;16.1%;MIL is OFF0 codes;;71.0%;1.0%
1460512788826;42.60957889;-71.11734059;-11.0;;14.6psi;195.8F;NODATA;27.1%;NODATA;1153RPM;NODATA;4.79g/s;null;null;NODATA;Gasoline;50.0F;NODATA;31.07mph;NODATA;-2.3%;00:10:23;16.1%;MIL is OFF0 codes;;69.4%;1.0%
1460512794856;42.60965034;-71.11810962;-9.0;;14.6psi;195.8F;NODATA;29.8%;NODATA;1025RPM;NODATA;4.67g/s;null;null;NODATA;Gasoline;50.0F;NODATA;17.40mph;NODATA;-2.3%;00:10:30;16.1%;MIL is OFF0 codes;;69.0%;1.0%
1460512800896;42.60971038;-71.11824207;-7.0;;14.6psi;195.8F;NODATA;34.9%;NODATA;803RPM;NODATA;4.45g/s;null;null;NODATA;Gasoline;50.0F;NODATA;1.86mph;NODATA;-3.9%;00:10:35;16.1%;MIL is OFF0 codes;;68.2%;1.0%
1460512806907;42.60971038;-71.11824207;-7.0;;14.6psi;195.8F;NODATA;36.9%;NODATA;793RPM;NODATA;4.42g/s;null;null;NODATA;Gasoline;50.0F;NODATA;8.08mph;NODATA;-1.6%;00:10:41;16.1%;MIL is OFF0 codes;;54.9%;1.0%
1460512812914;42.60950386;-71.11865736;-9.0;;14.6psi;195.8F;NODATA;56.1%;NODATA;1596RPM;NODATA;14.31g/s;null;null;NODATA;Gasoline;50.0F;NODATA;19.88mph;NODATA;0.0%;00:10:47;20.4%;MIL is OFF0 codes;;71.8%;1.0%
1460512818923;42.6089717;-71.11905782;-13.0;;14.6psi;195.8F;NODATA;61.6%;NODATA;1614RPM;NODATA;14.48g/s;null;null;NODATA;Gasoline;50.0F;NODATA;28.58mph;NODATA;-0.8%;00:10:53;20.8%;MIL is OFF0 codes;;68.2%;1.0%
1460512824960;42.60833118;-71.11954421;-13.0;;14.6psi;195.8F;NODATA;60.8%;NODATA;1594RPM;NODATA;15.65g/s;null;null;NODATA;Gasoline;48.2F;NODATA;34.18mph;NODATA;-0.8%;00:10:59;21.2%;MIL is OFF0 codes;;67.8%;1.0%
1460512832973;42.60704312;-71.12061593;-9.0;;14.6psi;197.6F;NODATA;67.1%;NODATA;1360RPM;NODATA;15.14g/s;null;null;NODATA;Gasoline;48.2F;NODATA;39.77mph;NODATA;0.0%;00:11:05;21.6%;MIL is OFF0 codes;;61.2%;1.0%
1460512838983;42.60621438;-71.12146969;-8.0;;14.6psi;199.4F;NODATA;67.5%;NODATA;1318RPM;NODATA;14.65g/s;null;null;NODATA;Gasoline;48.2F;NODATA;44.74mph;NODATA;2.3%;00:11:13;21.6%;MIL is OFF0 codes;;61.6%;1.0%
1460512845000;42.60539403;-71.12246732;-5.0;;14.6psi;199.4F;NODATA;67.5%;NODATA;1380RPM;NODATA;15.31g/s;null;null;NODATA;Gasoline;46.4F;NODATA;46.60mph;NODATA;0.0%;00:11:19;21.6%;MIL is OFF0 codes;;61.2%;1.0%
1460512851014;42.60455632;-71.12365082;-1.0;;14.6psi;199.4F;NODATA;67.5%;NODATA;1457RPM;NODATA;16.84g/s;null;null;NODATA;Gasoline;46.4F;NODATA;50.33mph;NODATA;-0.8%;00:11:25;22.0%;MIL is OFF0 codes;;62.7%;1.0%
1460512857024;42.60380092;-71.12493698;2.0;;14.6psi;199.4F;NODATA;68.2%;NODATA;1503RPM;NODATA;17.35g/s;null;null;NODATA;Gasoline;46.4F;NODATA;49.71mph;NODATA;0.8%;00:11:31;22.4%;MIL is OFF0 codes;;63.5%;1.0%
1460512865032;42.60282569;-71.12675558;4.0;;14.6psi;199.4F;NODATA;69.0%;NODATA;1535RPM;NODATA;18.42g/s;null;null;NODATA;Gasoline;46.4F;NODATA;52.20mph;NODATA;1.6%;00:11:37;22.7%;MIL is OFF0 codes;;62.0%;1.0%
1460512871057;42.60210102;-71.12813284;1.0;;14.6psi;199.4F;NODATA;67.8%;NODATA;1567RPM;NODATA;18.71g/s;null;null;NODATA;Gasoline;46.4F;NODATA;51.57mph;NODATA;0.8%;00:11:44;22.7%;MIL is OFF0 codes;;61.6%;1.0%
1460512877080;42.60135147;-71.12953934;2.0;;14.6psi;199.4F;NODATA;68.6%;NODATA;1583RPM;NODATA;19.01g/s;null;null;NODATA;Gasoline;48.2F;NODATA;52.82mph;NODATA;0.0%;00:11:50;22.7%;MIL is OFF0 codes;;61.6%;1.0%
1460512883088;42.60058984;-71.13094986;1.0;;14.6psi;199.4F;NODATA;68.6%;NODATA;1606RPM;NODATA;18.95g/s;null;null;NODATA;Gasoline;46.4F;NODATA;54.06mph;NODATA;0.0%;00:11:56;22.7%;MIL is OFF0 codes;;62.4%;1.0%
1460512889106;42.59999371;-71.13207947;2.0;;14.6psi;199.4F;NODATA;68.2%;NODATA;1642RPM;NODATA;18.23g/s;null;null;NODATA;Gasoline;46.4F;NODATA;null;NODATA;-0.8%;00:12:02;22.4%;MIL is OFF0 codes;;63.1%;1.0%
1460512895147;42.59902844;-71.13390947;3.0;;14.6psi;199.4F;NODATA;67.5%;NODATA;1672RPM;NODATA;19.46g/s;null;null;NODATA;Gasoline;46.4F;NODATA;54.68mph;NODATA;-0.8%;00:12:09;22.7%;MIL is OFF0 codes;;63.1%;1.0%
1460512901164;42.59822164;-71.13542735;3.0;;14.6psi;199.4F;NODATA;69.0%;NODATA;1717RPM;NODATA;19.82g/s;null;null;NODATA;Gasoline;46.4F;NODATA;57.79mph;NODATA;-0.8%;00:12:15;22.7%;MIL is OFF0 codes;;63.5%;1.0%
1460512907207;42.59740359;-71.13693034;4.0;;14.6psi;199.4F;NODATA;69.0%;NODATA;1735RPM;NODATA;20.68g/s;null;null;NODATA;Gasoline;46.4F;NODATA;56.54mph;NODATA;-0.8%;00:12:20;23.1%;MIL is OFF0 codes;;63.9%;1.0%
1460512913238;42.59661527;-71.13840375;2.0;;14.6psi;199.4F;NODATA;69.4%;NODATA;1685RPM;NODATA;20.15g/s;null;null;NODATA;Gasoline;46.4F;NODATA;55.30mph;NODATA;-0.8%;00:12:26;23.1%;MIL is OFF0 codes;;63.1%;1.0%
1460512919275;42.59583534;-71.13984054;2.0;;14.6psi;199.4F;NODATA;76.9%;NODATA;1637RPM;NODATA;23.31g/s;null;null;NODATA;Gasoline;46.4F;NODATA;54.06mph;NODATA;0.8%;00:12:32;24.7%;MIL is OFF0 codes;;60.0%;1.0%
1460512927320;42.59478966;-71.1417819;6.0;;14.5psi;201.2F;NODATA;78.4%;NODATA;1644RPM;NODATA;22.92g/s;null;null;NODATA;Gasoline;46.4F;NODATA;54.06mph;NODATA;0.8%;00:12:38;25.1%;MIL is OFF0 codes;;58.8%;1.0%
1460512933354;42.59400646;-71.14326986;6.0;;14.6psi;201.2F;NODATA;89.0%;NODATA;1675RPM;NODATA;27.20g/s;null;null;NODATA;Gasoline;46.4F;NODATA;57.79mph;NODATA;0.0%;00:12:46;27.8%;MIL is OFF0 codes;;56.1%;1.0%
1460512939378;42.59325438;-71.14476271;9.0;;14.6psi;199.4F;NODATA;23.5%;NODATA;1717RPM;NODATA;5.46g/s;null;null;NODATA;Gasoline;48.2F;NODATA;54.06mph;NODATA;0.0%;00:12:51;16.5%;MIL is OFF0 codes;;65.1%;1.0%
1460512945399;42.59253681;-71.1461765;10.0;;14.6psi;197.6F;NODATA;73.3%;NODATA;1602RPM;NODATA;20.34g/s;null;null;NODATA;Gasoline;48.2F;NODATA;49.71mph;NODATA;-0.8%;00:12:57;23.9%;MIL is OFF0 codes;;65.1%;0.0%
1460512951405;42.59216952;-71.14689052;8.0;;14.6psi;195.8F;NODATA;25.1%;NODATA;1179RPM;NODATA;4.50g/s;null;null;NODATA;Gasoline;50.0F;NODATA;22.99mph;NODATA;0.0%;00:13:03;16.1%;MIL is OFF0 codes;;69.4%;0.0%
1460512959413;42.5918075;-71.14757895;11.0;;14.6psi;195.8F;NODATA;32.9%;NODATA;994RPM;NODATA;4.21g/s;null;null;NODATA;Gasoline;48.2F;NODATA;19.26mph;NODATA;2.3%;00:13:10;21.2%;MIL is OFF0 codes;;68.6%;0.0%
1460512965444;42.59139501;-71.14836499;10.0;;14.6psi;195.8F;NODATA;74.5%;NODATA;1875RPM;NODATA;24.62g/s;null;null;NODATA;Gasoline;48.2F;NODATA;32.31mph;NODATA;0.8%;00:13:17;23.9%;MIL is OFF0 codes;;63.1%;1.0%
1460512973476;42.59060814;-71.14980122;12.0;;14.6psi;199.4F;NODATA;80.0%;NODATA;1827RPM;NODATA;23.82g/s;null;null;NODATA;Gasoline;48.2F;NODATA;42.25mph;NODATA;0.8%;00:13:23;25.9%;MIL is OFF0 codes;;60.4%;1.0%
1460512981526;42.58967154;-71.15147648;8.0;;14.6psi;199.4F;NODATA;87.1%;NODATA;1463RPM;NODATA;23.29g/s;null;null;NODATA;Gasoline;48.2F;NODATA;49.71mph;NODATA;1.6%;00:13:32;26.7%;MIL is OFF0 codes;;56.1%;1.0%
1460512987536;42.58896697;-71.15280891;8.0;;14.6psi;199.4F;NODATA;43.9%;NODATA;1512RPM;NODATA;9.98g/s;null;null;NODATA;Gasoline;50.0F;NODATA;49.71mph;NODATA;-2.3%;00:13:39;18.8%;MIL is OFF0 codes;;82.4%;1.0%
1460512993567;42.58841979;-71.15387321;9.0;;14.6psi;199.4F;NODATA;28.2%;NODATA;1466RPM;NODATA;4.65g/s;null;null;NODATA;Gasoline;50.0F;NODATA;44.12mph;NODATA;0.0%;00:13:45;16.1%;MIL is OFF0 codes;;48.2%;1.0%
1460512999571;42.58781022;-71.15500162;8.0;;14.6psi;195.8F;NODATA;23.1%;NODATA;1362RPM;NODATA;4.34g/s;null;null;NODATA;Gasoline;50.0F;NODATA;27.96mph;NODATA;0.0%;00:13:51;16.1%;MIL is OFF0 codes;;70.6%;0.0%
1460513005591;42.58765495;-71.15524208;6.0;;14.6psi;195.8F;NODATA;29.8%;NODATA;926RPM;NODATA;4.42g/s;null;null;NODATA;Gasoline;51.8F;NODATA;4.97mph;NODATA;-1.6%;00:13:57;16.1%;MIL is OFF0 codes;;67.5%;0.0%
1460513011598;42.58762328;-71.1552889;4.0;;14.6psi;195.8F;NODATA;34.5%;NODATA;799RPM;NODATA;4.23g/s;null;null;NODATA;Gasoline;51.8F;NODATA;0.00mph;NODATA;0.8%;00:14:03;15.7%;MIL is OFF0 codes;;60.4%;0.0%
1460513019613;42.58762328;-71.1552889;4.0;;14.6psi;195.8F;NODATA;33.7%;NODATA;794RPM;NODATA;3.98g/s;null;null;NODATA;Gasoline;51.8F;NODATA;0.00mph;NODATA;0.8%;00:14:09;15.7%;MIL is OFF0 codes;;55.7%;1.0%
1460513025638;42.58762328;-71.1552889;4.0;;14.6psi;195.8F;NODATA;32.9%;NODATA;782RPM;NODATA;3.79g/s;null;null;NODATA;Gasoline;51.8F;NODATA;0.00mph;NODATA;1.6%;00:14:17;15.7%;MIL is OFF0 codes;;55.3%;1.0%
1460513031668;42.58762328;-71.1552889;4.0;;14.6psi;195.8F;NODATA;32.5%;NODATA;780RPM;NODATA;3.73g/s;null;null;NODATA;Gasoline;51.8F;NODATA;0.00mph;NODATA;1.6%;00:14:22;15.7%;MIL is OFF0 codes;;54.9%;1.0%
1460513037687;42.58762328;-71.1552889;4.0;;14.6psi;195.8F;NODATA;32.5%;NODATA;777RPM;NODATA;3.70g/s;null;null;NODATA;Gasoline;53.6F;NODATA;0.00mph;NODATA;1.6%;00:14:28;15.7%;MIL is OFF0 codes;;54.5%;1.0%
1460513043717;42.58762328;-71.1552889;4.0;;14.6psi;195.8F;NODATA;32.5%;NODATA;772RPM;NODATA;3.71g/s;null;null;NODATA;Gasoline;53.6F;NODATA;0.00mph;NODATA;-1.6%;00:14:34;15.7%;MIL is OFF0 codes;;55.3%;1.0%
1460513049728;42.58762328;-71.1552889;4.0;;14.6psi;197.6F;NODATA;32.9%;NODATA;767RPM;NODATA;3.76g/s;null;null;NODATA;Gasoline;53.6F;NODATA;0.00mph;NODATA;-1.6%;00:14:40;15.7%;MIL is OFF0 codes;;54.9%;1.0%
1460513055739;42.58762328;-71.1552889;4.0;;14.6psi;197.6F;NODATA;32.9%;NODATA;774RPM;NODATA;3.73g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;-1.6%;00:14:46;15.7%;MIL is OFF0 codes;;55.3%;1.0%
1460513061744;42.5875008;-71.1554689;7.0;;14.6psi;195.8F;NODATA;32.9%;NODATA;821RPM;NODATA;11.53g/s;null;null;NODATA;Gasoline;51.8F;NODATA;14.29mph;NODATA;0.8%;00:14:52;19.6%;MIL is OFF0 codes;;54.5%;1.0%
1460513067748;42.58710339;-71.15596013;8.0;;14.6psi;197.6F;NODATA;71.0%;NODATA;1889RPM;NODATA;21.68g/s;null;null;NODATA;Gasoline;51.8F;NODATA;27.34mph;NODATA;0.8%;00:14:58;23.5%;MIL is OFF0 codes;;64.7%;1.0%
1460513073788;42.58646439;-71.15648569;3.0;;14.6psi;199.4F;NODATA;77.6%;NODATA;1510RPM;NODATA;19.92g/s;null;null;NODATA;Gasoline;51.8F;NODATA;null;NODATA;1.6%;00:15:04;23.5%;MIL is OFF0 codes;;58.8%;1.0%
1460513081808;42.5853137;-71.15707657;4.0;;14.6psi;199.4F;NODATA;75.3%;NODATA;1410RPM;NODATA;18.29g/s;null;null;NODATA;Gasoline;51.8F;NODATA;39.15mph;NODATA;0.8%;00:15:10;22.7%;MIL is OFF0 codes;;62.0%;1.0%
1460513089834;42.58413305;-71.15766822;7.0;;14.6psi;201.2F;NODATA;65.9%;NODATA;1225RPM;NODATA;13.01g/s;null;null;NODATA;Gasoline;51.8F;NODATA;39.15mph;NODATA;0.0%;00:15:18;20.8%;MIL is OFF0 codes;;63.5%;1.0%
1460513097868;42.58294447;-71.15824995;7.0;;14.6psi;199.4F;NODATA;55.3%;NODATA;1209RPM;NODATA;3.35g/s;null;null;NODATA;Gasoline;53.6F;NODATA;38.53mph;NODATA;0.0%;00:15:26;15.3%;MIL is OFF0 codes;;66.3%;1.0%
1460513105888;42.58175323;-71.15831127;5.0;;14.6psi;195.8F;NODATA;23.5%;NODATA;1293RPM;NODATA;4.12g/s;null;null;NODATA;Gasoline;55.4F;NODATA;37.90mph;NODATA;0.0%;00:15:34;15.7%;MIL is OFF0 codes;;69.4%;0.0%
1460513111914;42.58090405;-71.1578694;3.0;;14.6psi;195.8F;NODATA;39.2%;NODATA;1471RPM;NODATA;4.78g/s;null;null;NODATA;Gasoline;55.4F;NODATA;37.28mph;NODATA;0.0%;00:15:42;16.1%;MIL is OFF0 codes;;85.5%;0.0%
1460513117957;42.58017212;-71.15725023;5.0;;14.6psi;194.0F;NODATA;51.0%;NODATA;1308RPM;NODATA;4.07g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.93mph;NODATA;0.0%;00:15:48;15.7%;MIL is OFF0 codes;;72.5%;0.0%
1460513123989;42.57941456;-71.1566632;4.0;;14.6psi;194.0F;NODATA;29.8%;NODATA;1227RPM;NODATA;6.34g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.83mph;NODATA;-0.8%;00:15:53;17.3%;MIL is OFF0 codes;;68.2%;0.0%
1460513132019;42.57886942;-71.15620072;3.0;;14.6psi;194.0F;NODATA;26.7%;NODATA;1100RPM;NODATA;4.09g/s;null;null;NODATA;Gasoline;55.4F;NODATA;27.96mph;NODATA;-3.9%;00:16:00;15.7%;MIL is OFF0 codes;;69.0%;1.0%
1460513138045;42.57817403;-71.15625396;5.0;;14.6psi;194.0F;NODATA;27.8%;NODATA;1024RPM;NODATA;4.07g/s;null;null;NODATA;Gasoline;53.6F;NODATA;25.48mph;NODATA;3.1%;00:16:07;16.1%;MIL is OFF0 codes;;68.2%;1.0%
1460513146077;42.57742657;-71.15710591;1.0;;14.6psi;195.8F;NODATA;56.5%;NODATA;1667RPM;NODATA;15.18g/s;null;null;NODATA;Gasoline;51.8F;NODATA;25.48mph;NODATA;-1.6%;00:16:13;21.2%;MIL is OFF0 codes;;72.2%;1.0%
1460513152096;42.57691332;-71.15777963;-1.0;;14.6psi;195.8F;NODATA;31.4%;NODATA;1403RPM;NODATA;9.73g/s;null;null;NODATA;Gasoline;53.6F;NODATA;29.83mph;NODATA;0.0%;00:16:21;19.2%;MIL is OFF0 codes;;70.6%;1.0%
1460513158141;42.57639495;-71.1584383;1.0;;14.6psi;195.8F;NODATA;28.6%;NODATA;1003RPM;NODATA;4.23g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.20mph;NODATA;0.0%;00:16:27;15.7%;MIL is OFF0 codes;;68.6%;0.0%
1460513166158;42.57634465;-71.15975886;1.0;;14.6psi;195.8F;NODATA;51.4%;NODATA;1460RPM;NODATA;10.68g/s;null;null;NODATA;Gasoline;55.4F;NODATA;31.07mph;NODATA;1.6%;00:16:33;19.2%;MIL is OFF0 codes;;72.9%;0.0%
1460513172191;42.57636687;-71.16080428;-1.0;;14.6psi;195.8F;NODATA;39.2%;NODATA;1275RPM;NODATA;7.87g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.93mph;NODATA;4.7%;00:16:41;18.4%;MIL is OFF0 codes;;81.2%;0.0%
1460513178228;42.57637846;-71.16185747;-1.0;;14.6psi;195.8F;NODATA;29.8%;NODATA;1275RPM;NODATA;8.09g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.31mph;NODATA;3.1%;00:16:47;18.4%;MIL is OFF0 codes;;68.6%;0.0%
1460513184276;42.57640098;-71.16295562;-4.0;;14.6psi;195.8F;NODATA;56.5%;NODATA;1219RPM;NODATA;10.00g/s;null;null;NODATA;Gasoline;55.4F;NODATA;34.80mph;NODATA;0.0%;00:16:52;18.8%;MIL is OFF0 codes;;69.8%;1.0%
1460513192310;42.57643196;-71.16450901;-4.0;;14.6psi;195.8F;NODATA;54.1%;NODATA;1284RPM;NODATA;10.29g/s;null;null;NODATA;Gasoline;53.6F;NODATA;36.04mph;NODATA;0.0%;00:16:59;18.8%;MIL is OFF0 codes;;73.7%;1.0%
1460513198348;42.5763882;-71.16563332;-1.0;;14.6psi;195.8F;NODATA;32.9%;NODATA;1364RPM;NODATA;7.23g/s;null;null;NODATA;Gasoline;55.4F;NODATA;null;NODATA;-3.1%;00:17:06;17.6%;MIL is OFF0 codes;;76.9%;0.0%
1460513204362;42.57617235;-71.16635371;-3.0;;14.6psi;195.8F;NODATA;26.3%;NODATA;1093RPM;NODATA;4.79g/s;null;null;NODATA;Gasoline;55.4F;NODATA;33.55mph;NODATA;-0.8%;00:17:12;16.5%;MIL is OFF0 codes;;68.6%;1.0%
1460513212411;42.57547893;-71.16768153;-8.0;;14.6psi;195.8F;NODATA;65.5%;NODATA;1149RPM;NODATA;11.35g/s;null;null;NODATA;Gasoline;53.6F;NODATA;32.93mph;NODATA;2.3%;00:17:19;19.6%;MIL is OFF0 codes;;65.5%;1.0%
1460513218435;42.57495873;-71.16854686;-16.0;;14.6psi;195.8F;NODATA;55.3%;NODATA;1223RPM;NODATA;3.62g/s;null;null;NODATA;Gasoline;55.4F;NODATA;null;NODATA;0.0%;00:17:27;15.7%;MIL is OFF0 codes;;69.4%;1.0%
1460513224467;42.57491333;-71.16946856;-16.0;;14.6psi;195.8F;NODATA;41.2%;NODATA;1602RPM;NODATA;10.25g/s;null;null;NODATA;Gasoline;55.4F;NODATA;30.45mph;NODATA;-0.8%;00:17:33;19.2%;MIL is OFF0 codes;;84.3%;0.0%
1460513232507;42.57544314;-71.17043541;-16.0;;14.6psi;195.8F;NODATA;58.4%;NODATA;1373RPM;NODATA;11.96g/s;null;null;NODATA;Gasoline;53.6F;NODATA;28.58mph;NODATA;1.6%;00:17:39;19.6%;MIL is OFF0 codes;;69.8%;1.0%
1460513238544;42.57592767;-71.17123254;-15.0;;14.6psi;195.8F;NODATA;43.1%;NODATA;1508RPM;NODATA;7.32g/s;null;null;NODATA;Gasoline;53.6F;NODATA;32.31mph;NODATA;-1.6%;00:17:46;16.1%;MIL is OFF0 codes;;70.2%;1.0%
1460513244585;42.57614004;-71.17226935;-14.0;;14.6psi;195.8F;NODATA;56.5%;NODATA;1215RPM;NODATA;10.18g/s;null;null;NODATA;Gasoline;53.6F;NODATA;32.93mph;NODATA;-1.6%;00:17:52;18.8%;MIL is OFF0 codes;;71.0%;1.0%
1460513252610;42.57624974;-71.17374018;-13.0;;14.6psi;195.8F;NODATA;58.8%;NODATA;1264RPM;NODATA;10.90g/s;null;null;NODATA;Gasoline;55.4F;NODATA;34.18mph;NODATA;0.8%;00:17:58;19.2%;MIL is OFF0 codes;;70.2%;1.0%
1460513258644;42.57625334;-71.17485219;-10.0;;14.6psi;195.8F;NODATA;55.3%;NODATA;1278RPM;NODATA;11.85g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;1.6%;00:18:06;19.6%;MIL is OFF0 codes;;76.9%;0.0%
1460513264678;42.57652561;-71.17587803;-13.0;;14.6psi;195.8F;NODATA;63.9%;NODATA;1247RPM;NODATA;11.92g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.80mph;NODATA;3.9%;00:18:12;20.0%;MIL is OFF0 codes;;67.5%;1.0%
1460513270712;42.57684705;-71.17705772;-10.0;;14.6psi;197.6F;NODATA;59.2%;NODATA;1307RPM;NODATA;11.84g/s;null;null;NODATA;Gasoline;53.6F;NODATA;36.66mph;NODATA;2.3%;00:18:18;20.0%;MIL is OFF0 codes;;67.8%;1.0%
1460513276757;42.57687646;-71.17821957;-4.0;;14.6psi;197.6F;NODATA;60.0%;NODATA;1299RPM;NODATA;11.90g/s;null;null;NODATA;Gasoline;53.6F;NODATA;36.04mph;NODATA;3.1%;00:18:24;20.0%;MIL is OFF0 codes;;65.9%;1.0%
1460513282783;42.57690241;-71.17943234;0.0;;14.6psi;197.6F;NODATA;60.4%;NODATA;1332RPM;NODATA;12.39g/s;null;null;NODATA;Gasoline;53.6F;NODATA;37.28mph;NODATA;0.0%;00:18:30;20.0%;MIL is OFF0 codes;;65.1%;1.0%
1460513288839;42.57713261;-71.18062908;1.0;;14.6psi;197.6F;NODATA;47.5%;NODATA;1418RPM;NODATA;11.10g/s;null;null;NODATA;Gasoline;53.6F;NODATA;36.66mph;NODATA;-0.8%;00:18:36;19.2%;MIL is OFF0 codes;;81.2%;1.0%
1460513294881;42.5773855;-71.18177265;2.0;;14.6psi;197.6F;NODATA;55.3%;NODATA;1314RPM;NODATA;11.20g/s;null;null;NODATA;Gasoline;53.6F;NODATA;37.28mph;NODATA;-1.6%;00:18:42;19.2%;MIL is OFF0 codes;;70.2%;1.0%
1460513300907;42.57766623;-71.18293619;1.0;;14.6psi;197.6F;NODATA;52.2%;NODATA;1359RPM;NODATA;10.18g/s;null;null;NODATA;Gasoline;53.6F;NODATA;null;NODATA;0.0%;00:18:47;19.2%;MIL is OFF0 codes;;72.9%;1.0%
1460513308967;42.57807287;-71.18449735;4.0;;14.6psi;195.8F;NODATA;54.1%;NODATA;1369RPM;NODATA;11.32g/s;null;null;NODATA;Gasoline;53.6F;NODATA;37.28mph;NODATA;-1.6%;00:18:54;19.2%;MIL is OFF0 codes;;72.9%;1.0%
1460513314983;42.57854458;-71.18572214;2.0;;14.6psi;195.8F;NODATA;57.6%;NODATA;1367RPM;NODATA;13.87g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;3.1%;00:19:01;20.8%;MIL is OFF0 codes;;73.7%;0.0%
1460513321008;42.57886127;-71.18680323;0.0;;14.6psi;195.8F;NODATA;61.6%;NODATA;1315RPM;NODATA;12.60g/s;null;null;NODATA;Gasoline;51.8F;NODATA;36.66mph;NODATA;3.9%;00:19:08;20.4%;MIL is OFF0 codes;;66.7%;1.0%
1460513327039;42.57927002;-71.18793286;0.0;;14.6psi;197.6F;NODATA;66.7%;NODATA;1367RPM;NODATA;14.89g/s;null;null;NODATA;Gasoline;51.8F;NODATA;37.28mph;NODATA;-3.1%;00:19:13;21.2%;MIL is OFF0 codes;;62.4%;1.0%
1460513333077;42.57966496;-71.18905311;-7.0;;14.6psi;197.6F;NODATA;54.9%;NODATA;1344RPM;NODATA;11.32g/s;null;null;NODATA;Gasoline;53.6F;NODATA;37.90mph;NODATA;0.0%;00:19:19;19.2%;MIL is OFF0 codes;;70.2%;1.0%
1460513339102;42.58006335;-71.19020183;-8.0;;14.6psi;195.8F;NODATA;41.2%;NODATA;1525RPM;NODATA;12.79g/s;null;null;NODATA;Gasoline;53.6F;NODATA;38.53mph;NODATA;2.3%;00:19:25;20.0%;MIL is OFF0 codes;;85.9%;0.0%
1460513345145;42.58031195;-71.1909137;-14.0;;14.6psi;195.8F;NODATA;53.7%;NODATA;1370RPM;NODATA;12.21g/s;null;null;NODATA;Gasoline;53.6F;NODATA;39.15mph;NODATA;1.6%;00:19:31;19.6%;MIL is OFF0 codes;;71.4%;1.0%
1460513351183;42.58081342;-71.19250183;-14.0;;14.6psi;195.8F;NODATA;53.3%;NODATA;1373RPM;NODATA;7.90g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;-1.6%;00:19:37;17.3%;MIL is OFF0 codes;;71.8%;0.0%
1460513357225;42.58112681;-71.19358553;-12.0;;14.6psi;195.8F;NODATA;47.5%;NODATA;1360RPM;NODATA;10.06g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;-0.8%;00:19:43;18.8%;MIL is OFF0 codes;;80.4%;1.0%
1460513363270;42.58141869;-71.19454081;-17.0;;14.6psi;195.8F;NODATA;25.1%;NODATA;1142RPM;NODATA;4.15g/s;null;null;NODATA;Gasoline;55.4F;NODATA;26.72mph;NODATA;0.0%;00:19:49;15.7%;MIL is OFF0 codes;;68.6%;0.0%
1460513369304;42.58153219;-71.19496988;-15.0;;14.6psi;194.0F;NODATA;27.5%;NODATA;987RPM;NODATA;4.28g/s;null;null;NODATA;Gasoline;55.4F;NODATA;10.56mph;NODATA;-0.8%;00:19:55;15.7%;MIL is OFF0 codes;;68.2%;0.0%
1460513375329;42.58186828;-71.19537768;-11.0;;14.6psi;195.8F;NODATA;60.8%;NODATA;1698RPM;NODATA;16.67g/s;null;null;NODATA;Gasoline;51.8F;NODATA;20.51mph;NODATA;1.6%;00:20:01;21.6%;MIL is OFF0 codes;;69.8%;0.0%
1460513381357;42.58236893;-71.19581883;-9.0;;14.6psi;195.8F;NODATA;62.7%;NODATA;1691RPM;NODATA;15.35g/s;null;null;NODATA;Gasoline;51.8F;NODATA;27.34mph;NODATA;0.0%;00:20:06;21.2%;MIL is OFF0 codes;;67.5%;1.0%
